,AutoCorrelation,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,Dimensionality,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa
310_Dataset_310,0.998300841,0.842903295,0.015380488,0.538271272,0.842903295,0.015380488,0.538271272,0.842903295,0.015380488,0.538271272,0.15931642,0.763571398,0.022713047,0.296537422,0.00062595,,0.776675188,0.01484396,0.611982857,0.776675188,0.01484396,0.611982857,0.776675188,0.01484396,0.611982857,97.67504248,10923.0,,163.3464964,1.46e-09,,2.0,8.893965954,1.000000003,,62.75332612,-2e-11,,,2.0,4.443275632,1.000000001,,-1.805467724,-2.44e-09,,2.0,0.197214832,0.999999998,2.324957525,260.0,0.912480906,0.044442457,0.411483313,1.0,2.0,7.0,11183.0,0.0,0.0,6.0,1.0,14.28571429,0.0,0.0,85.71428571,14.28571429,,1.557058285,-1.45e-09,,0.821542572,0.999999999,,40.04267907,3.4e-10,,4.665980832,1.000000001,,139.9983763,1.34e-09,,7.628636132,1.000000002,0.847014768,0.015559331,0.596877098,0.847014768,0.015559331,0.596877098,0.847014768,0.015559331,0.596877098,0.698403862,0.020745775,0.530897297,0.698403862,0.020745775,0.530897297,0.698403862,0.020745775,0.530897297,0.0,0.730054437,0.017258339,0.598133253
311_Dataset_311,0.928418803,0.740390897,0.040554963,0.327579695,0.740390897,0.040554963,0.327579695,0.740390897,0.040554963,0.327579695,0.259258874,0.74262304,0.048025614,0.240502909,0.053361793,,0.578873584,0.071504803,0.226545271,0.578873584,0.071504803,0.226545271,0.578873584,0.071504803,0.226545271,95.62433298,896.0,,535.499416,769696.3789,,2.0,21.51260955,3831151.032,,51.70561685,16103.50646,,,2.0,3.853022028,78741.02243,,-1.44472161,-2.828420491,,2.0,-2.016868718,0.0,4.375667022,41.0,0.68131023,0.31696905,0.067199174,1.0,2.0,50.0,937.0,0.0,0.0,49.0,1.0,2.0,0.0,0.0,98.0,2.0,,-0.084033153,0.306574173,,0.565079206,0.258401884,,2.95540115,9.127886873,,1.465993191,5.029150951,,52.53656726,108.0026307,,5.791510167,228.5115877,0.630280923,0.048025614,0.240502909,0.630280923,0.048025614,0.240502909,0.630280923,0.048025614,0.240502909,0.604094077,0.067235859,0.205793319,0.604094077,0.067235859,0.205793319,0.604094077,0.067235859,0.205793319,0.0,0.628212108,0.04375667,0.328691002
312_Dataset_312,0.984621779,0.872580596,0.076443706,0.738083636,0.872580596,0.076443706,0.738083636,0.872580596,0.076443706,0.738083636,0.678018707,0.680646294,0.179061072,0.0,0.124636477,14.43238404,0.978734959,0.018695472,0.936002841,0.978734959,0.018695472,0.936002841,0.978734959,0.018695472,0.936002841,82.09389281,1976.0,0.762783616,76.67571922,0.721717304,0.068665918,2.0,7.314409409,0.260476713,0.675172996,8.186184058,0.308268514,0.046978982,13.37180992,2.0,1.689945601,0.18116488,0.61289887,-0.752100582,0.026224998,0.024530666,2.0,-0.846349904,0.067080008,17.90610719,431.0,0.823341877,0.317407561,0.311379743,6.0,2.0,300.0,2407.0,0.0,0.0,294.0,6.0,2.0,0.0,0.0,98.0,2.0,0.629443142,0.259774475,0.125090315,0.033643447,0.050183883,0.160856624,0.674354398,2.388799642,0.266321037,0.047106131,1.342290193,0.192170076,0.72131215,6.957725594,0.510136816,0.060250942,2.454470234,0.210417201,0.905440694,0.043622767,0.836002121,0.905440694,0.043622767,0.836002121,0.905440694,0.043622767,0.836002121,0.724969354,0.171582883,0.435328607,0.724969354,0.171582883,0.435328607,0.724969354,0.171582883,0.435328607,0.0,0.896467588,0.08101371,0.744594817
313_Dataset_313,0.056603774,0.757796663,0.561205273,0.406935168,0.757796663,0.561205273,0.406935168,0.757796663,0.561205273,0.406935168,4.692031508,0.711838883,0.813559322,0.102521166,0.192090395,1.833492073,0.70883087,0.612052731,0.355074386,0.70883087,0.612052731,0.355074386,0.70883087,0.612052731,0.355074386,10.35781544,55.0,9.052568051,298.2299745,12541.20998,4.692031508,531.0,15.42317249,5503.167939,5.442476651,8.728863038,4677.608287,2.559068335,1.12674143,194.3333333,1.115178367,1314.816078,1.832385252,-1.175672453,-9.850094162,0.426105162,4.0,-1.767294787,1.66e-15,0.188323917,1.0,0.819813546,0.725047081,0.239738789,0.0,48.0,102.0,531.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,98.03921569,1.960784314,1.832385252,2.457795125,1834.512186,0.426105162,-1.053926944,820.1347833,5.442476651,4.241691532,3765.593584,2.559068335,1.443905188,1033.117096,9.052568051,8.507800019,7359.541035,4.692031508,2.252668666,1396.739106,0.483950221,0.896421846,0.0,0.483950221,0.896421846,0.0,0.483950221,0.896421846,0.0,0.703966994,0.715630885,0.230977381,0.703966994,0.715630885,0.230977381,0.703966994,0.715630885,0.230977381,292.3907203,0.674045644,0.632768362,0.33144977
316_Dataset_316,0.971854305,0.49989509,0.014067025,0.0,0.49989509,0.014067025,0.0,0.49989509,0.014067025,0.0,0.106684866,0.823122115,0.014067025,0.0,0.048407116,21.83317255,0.49989509,0.014067025,0.0,0.49989509,0.014067025,0.0,0.49989509,0.014067025,0.0,98.59329748,2383.0,0.985593784,6.68796017,0.007604921,0.021186296,2.0,1.85389296,0.10573786,0.761443427,1.399795278,6.18e-05,0.004886366,154.8302167,2.0,0.345993013,0.098504938,0.379381215,-1.17484996,-0.002413849,7.75e-05,2.0,-0.867545473,0.092332625,1.406702524,34.0,0.761081691,0.066611502,0.047840779,14.0,2.0,117.0,2417.0,0.0,0.0,103.0,14.0,11.96581197,0.0,0.0,88.03418803,11.96581197,0.60088396,0.311180877,-0.000973712,0.00059297,-0.060084655,0.096804508,0.809139953,0.860217665,0.000205806,0.002260785,0.157233193,0.098292755,0.91950951,2.047378746,0.000897244,0.005012569,0.623736833,0.099448,0.49989509,0.014067025,0.0,0.49989509,0.014067025,0.0,0.49989509,0.014067025,0.0,0.507991657,0.026892842,0.016218416,0.507991657,0.026892842,0.016218416,0.507991657,0.026892842,0.016218416,0.0,0.561156229,0.021514274,0.150496789
327_Dataset_327,0.490384615,0.773378615,0.428571429,0.378534789,0.773378615,0.428571429,0.378534789,0.773378615,0.428571429,0.378534789,2.317602812,0.65932193,0.428571429,0.31052094,0.114285714,4.47754865,0.788180874,0.361904762,0.460665045,0.788180874,0.361904762,0.460665045,0.788180874,0.361904762,0.460665045,41.9047619,44.0,5.578205398,3.577028497,1903.733333,1.557846264,54.0,1.736149469,747.4915231,1.716071165,1.373983487,1157.944301,0.517605278,2.315405076,9.0,0.936453247,261.5675653,0.591672779,-0.401370501,2.630434783,0.168918194,2.0,-0.203118907,1.164657109,9.523809524,10.0,0.875147263,0.371428571,0.512325831,2.0,6.0,12.0,105.0,35.0,61.0,3.0,9.0,16.66666667,33.33333333,4.841269841,25.0,75.0,0.895767839,-0.401370501,2.630434783,0.259480112,-0.203118907,1.164657109,1.289620175,0.946292465,1567.469136,0.355572354,1.276329179,36.04651553,1.558903871,3.577028497,1903.733333,0.633980787,1.736149469,747.4915231,0.527925048,0.619047619,0.022626378,0.527925048,0.619047619,0.022626378,0.527925048,0.619047619,0.022626378,0.578221178,0.59047619,0.128630705,0.578221178,0.59047619,0.128630705,0.578221178,0.59047619,0.128630705,16.91892432,0.750094198,0.39047619,0.491194894
328_Dataset_328,0.490384615,0.687391611,0.438095238,0.298576823,0.687391611,0.438095238,0.298576823,0.687391611,0.438095238,0.298576823,2.317602812,0.65932193,0.428571429,0.31052094,0.114285714,4.815852682,0.791710684,0.39047619,0.436075452,0.791710684,0.39047619,0.436075452,0.791710684,0.39047619,0.436075452,41.9047619,44.0,5.578205398,,,1.557846264,54.0,,,1.687269925,,,0.481244541,2.506055202,7.666666667,,,0.591672779,,,0.168918194,2.0,,,9.523809524,10.0,0.857879309,0.323809524,0.564581046,2.0,6.0,12.0,105.0,35.0,61.0,0.0,12.0,16.66666667,33.33333333,4.841269841,0.0,100.0,1.073149128,,,0.237511393,,,1.486683636,,,0.362404109,,,1.582977283,,,0.6036374,,,0.527925048,0.619047619,0.022626378,0.527925048,0.619047619,0.022626378,0.527925048,0.619047619,0.022626378,0.769817317,0.428571429,0.375825627,0.769817317,0.428571429,0.375825627,0.769817317,0.428571429,0.375825627,14.63081016,0.77813767,0.39047619,0.478813559
329_Dataset_329,0.408805031,0.917433525,0.14375,0.774634087,0.917433525,0.14375,0.774634087,0.917433525,0.14375,0.774634087,1.515465636,0.57814591,0.525,0.137023244,0.03125,,0.917433525,0.14375,0.774634087,0.917433525,0.14375,0.774634087,0.917433525,0.14375,0.774634087,40.625,65.0,,-0.493451971,1.975,,3.0,0.652027475,0.938016105,,-0.742288117,1.9375,,,3.0,0.574031802,0.912489072,,-1.488796554,1.825,,3.0,0.340044784,0.835907972,19.375,31.0,0.789466847,0.34375,0.456991238,0.0,3.0,5.0,160.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,80.0,20.0,,-1.239960408,1.8625,,0.418040457,0.861435006,,-0.493451971,1.975,,0.652027475,0.938016105,,-0.493451971,1.975,,0.652027475,0.938016105,0.893734469,0.2125,0.664632267,0.893734469,0.2125,0.664632267,0.893734469,0.2125,0.664632267,0.860750411,0.19375,0.695873444,0.860750411,0.19375,0.695873444,0.860750411,0.19375,0.695873444,0.0,0.726843085,0.36875,0.400444586
333_Dataset_333,0.816216216,0.738574608,0.253597122,0.492805755,0.738574608,0.253597122,0.492805755,0.738574608,0.253597122,0.492805755,1.0,0.745503597,0.253597122,0.492805755,0.012589928,19.28693035,0.962915998,0.104316547,0.791366906,0.962915998,0.104316547,0.791366906,0.962915998,0.104316547,0.791366906,50.0,278.0,1.999869723,,,0.305642173,4.0,,,1.458922939,,,0.051848583,27.13814511,2.714285714,,,0.99966396,,,3.74e-05,2.0,,,50.0,278.0,0.742107034,0.253597122,0.492805755,3.0,2.0,7.0,556.0,0.0,0.0,0.0,7.0,42.85714286,0.0,0.0,0.0,100.0,0.999852986,,,0.000184375,,,1.584593113,,,0.00077477,,,1.68864373,,,0.079132328,,,0.934003157,0.120503597,0.758992806,0.934003157,0.120503597,0.758992806,0.934003157,0.120503597,0.758992806,0.934598364,0.075539568,0.848920863,0.934598364,0.075539568,0.848920863,0.934598364,0.075539568,0.848920863,0.755928946,0.984459914,0.06294964,0.874100719
334_Dataset_334,0.44,0.499367089,0.342762063,0.0,0.499367089,0.342762063,0.0,0.499367089,0.342762063,0.0,0.927437318,0.498426939,0.342762063,0.0,0.011647255,255.3484469,0.539326533,0.356073211,0.029328302,0.539326533,0.356073211,0.029328302,0.539326533,0.356073211,0.029328302,65.72379368,395.0,1.999373445,,,0.006842143,4.0,,,1.45893067,,,0.003632046,400.6828667,2.714285714,,,0.999982026,,,7.83e-05,2.0,,,34.27620632,206.0,0.512744255,0.40266223,-0.082238262,3.0,2.0,7.0,601.0,0.0,0.0,0.0,7.0,42.85714286,0.0,0.0,0.0,100.0,0.999994009,,,0.001260434,,,1.584642019,,,0.003758455,,,1.688553241,,,0.005985873,,,0.517119331,0.381031614,-0.011301262,0.517119331,0.381031614,-0.011301262,0.517119331,0.381031614,-0.011301262,0.623651223,0.37437604,0.166168228,0.623651223,0.37437604,0.166168228,0.623651223,0.37437604,0.166168228,0.755928946,0.759223301,0.314475874,0.267125188
335_Dataset_335,0.77034358,0.982090643,0.025270758,0.949407713,0.982090643,0.025270758,0.949407713,0.982090643,0.025270758,0.949407713,0.998862151,0.781086832,0.222021661,0.548183904,0.012635379,9.435362671,0.986541876,0.010830325,0.97829267,0.986541876,0.010830325,0.97829267,0.986541876,0.010830325,0.97829267,51.98555957,288.0,1.999915114,,,0.318103899,4.0,,,1.458959274,,,0.105863673,12.78149112,2.714285714,,,0.999849575,,,3.19e-05,2.0,,,48.01444043,266.0,0.981079,0.036101083,0.927787481,3.0,2.0,7.0,554.0,0.0,0.0,0.0,7.0,42.85714286,0.0,0.0,0.0,100.0,0.99993419,,,0.00025556,,,1.584549495,,,0.002056169,,,1.688675954,,,0.313978803,,,0.985047254,0.025270758,0.949407713,0.985047254,0.025270758,0.949407713,0.985047254,0.025270758,0.949407713,0.953209848,0.055956679,0.887925971,0.953209848,0.055956679,0.887925971,0.953209848,0.055956679,0.887925971,0.755928946,0.976353645,0.041516245,0.916919867
336_Dataset_336,0.988721805,0.702101201,0.232209738,0.359166925,0.702101201,0.232209738,0.359166925,0.702101201,0.232209738,0.359166925,0.733752409,0.705403087,0.205992509,0.0,0.086142322,17.0227954,0.729674099,0.209737828,0.406760832,0.729674099,0.209737828,0.406760832,0.729674099,0.209737828,0.406760832,79.40074906,212.0,0.99990893,,,0.111125723,2.0,,,0.863662931,,,0.043104108,19.03667341,2.0,,,0.560409428,,,0.016129047,2.0,,,20.59925094,55.0,0.835806175,0.224719101,0.434801016,23.0,2.0,23.0,267.0,0.0,0.0,0.0,23.0,100.0,0.0,0.0,0.0,100.0,0.805277549,,,0.031741288,,,0.88976885,,,0.036644621,,,0.968532374,,,0.053779673,,,0.613893654,0.25093633,0.171537072,0.613893654,0.25093633,0.171537072,0.613893654,0.25093633,0.171537072,0.700943396,0.213483146,0.384668257,0.700943396,0.213483146,0.384668257,0.700943396,0.213483146,0.384668257,0.0,0.726339449,0.25093633,0.365345727
337_Dataset_337,0.985632184,0.753543307,0.1747851,0.535934605,0.753543307,0.1747851,0.535934605,0.753543307,0.1747851,0.535934605,0.844612758,0.701263987,0.272206304,0.0,0.128939828,,0.735557397,0.200573066,0.490425931,0.735557397,0.200573066,0.490425931,0.735557397,0.200573066,0.490425931,72.77936963,254.0,,20.18207664,74.06303725,,2.0,-0.89841965,14.53855205,,5.782937715,65.03223496,,,2.0,-1.821004236,9.312904725,,1.041783827,51.67335244,,2.0,-3.265753069,5.882904864,27.22063037,95.0,0.868182968,0.272206304,0.454875783,1.0,2.0,45.0,349.0,0.0,0.0,44.0,1.0,2.222222222,0.0,0.0,97.77777778,2.222222222,,2.765178942,62.1482808,,-2.330051565,7.681093299,,4.716448304,65.18051576,,-1.700643551,8.816682655,,8.219548298,67.87106017,,-1.343078224,10.65568968,0.711189391,0.246418338,0.266985786,0.711189391,0.246418338,0.266985786,0.711189391,0.246418338,0.266985786,0.776502279,0.186246418,0.540538351,0.776502279,0.186246418,0.540538351,0.776502279,0.186246418,0.540538351,0.0,0.691587236,0.272206304,0.357448788
338_Dataset_338,0.350649351,0.538396265,0.722580645,-0.004280921,0.538396265,0.722580645,-0.004280921,0.538396265,0.722580645,-0.004280921,1.924028358,0.527945322,0.683870968,0.05796686,0.058064516,7.652209925,0.517932414,0.735483871,-0.022983848,0.517932414,0.735483871,-0.022983848,0.517932414,0.735483871,-0.022983848,31.61290323,49.0,4.309701976,-0.291058246,5.335483871,0.588453829,21.0,0.544841169,3.106920259,2.408958285,-0.786042527,3.758064516,0.251434341,8.580864244,7.142857143,0.38055825,2.086373489,0.935830062,-1.281026809,2.180645161,0.14323635,3.0,0.21627533,1.065826719,12.25806452,19.0,0.682721227,0.548387097,0.256321969,0.0,4.0,9.0,155.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,22.22222222,77.77777778,1.386432777,-1.281026809,2.180645161,0.160788091,0.21627533,1.065826719,2.444132851,-0.786042527,3.758064516,0.182083639,0.38055825,2.086373489,3.164914213,-0.291058246,5.335483871,0.331695893,0.544841169,3.106920259,0.537065607,0.716129032,0.008185853,0.537065607,0.716129032,0.008185853,0.537065607,0.716129032,0.008185853,0.543234012,0.670967742,0.06826195,0.543234012,0.670967742,0.06826195,0.543234012,0.670967742,0.06826195,6.309478886,0.56807775,0.664516129,0.090261553
339_Dataset_339,0.6,0.802662037,0.25,0.625,0.802662037,0.25,0.625,0.802662037,0.25,0.625,1.584962501,0.736111111,0.472222222,0.291666667,0.638888889,2.015446642,0.825810185,0.25,0.625,0.825810185,0.25,0.625,0.825810185,0.25,0.625,33.33333333,12.0,1.99107606,5.790817854,2299.916667,0.786407572,4.0,2.223362481,839.5748371,1.99107606,0.208052006,211.3717196,0.786407572,1.531862777,3.5,0.506799981,71.35212973,1.99107606,-1.11257743,0.0,0.786407572,3.0,-0.503217137,0.0,33.33333333,12.0,0.803819444,0.333333333,0.5,0.0,3.0,23.0,36.0,0.0,0.0,21.0,2.0,0.0,0.0,0.0,91.30434783,8.695652174,1.99107606,-0.748506384,3.803611111,0.786407572,0.218891013,1.029291627,1.99107606,-0.065194088,21.40472222,0.786407572,0.45793919,11.9868645,1.99107606,0.431888022,208.9819444,0.786407572,0.818758662,75.90208735,0.674768519,0.527777778,0.208333333,0.674768519,0.527777778,0.208333333,0.674768519,0.527777778,0.208333333,0.75,0.333333333,0.5,0.75,0.333333333,0.5,0.75,0.333333333,0.5,0.707106781,0.8125,0.25,0.625
340_Dataset_340,0.509803922,0.704283168,0.403846154,0.309297913,0.704283168,0.403846154,0.309297913,0.704283168,0.403846154,0.309297913,1.464274509,0.686929485,0.384615385,0.331619537,0.480769231,3.885667663,0.7209042,0.365384615,0.371900826,0.7209042,0.365384615,0.371900826,0.7209042,0.365384615,0.371900826,44.23076923,23.0,4.243238997,1.241216285,1859.480769,0.627548067,22.0,0.96812796,425.9121464,2.685752542,-0.30679746,412.4587287,0.376839873,6.127039185,8.25,-0.01766425,94.86049224,1.57662122,-1.04731818,8.026923077,0.239627448,3.0,-1.172572856,1.837971987,15.38461538,8.0,0.718472642,0.384615385,0.377245509,0.0,3.0,25.0,52.0,2.0,7.0,21.0,4.0,0.0,3.846153846,0.538461538,84.0,16.0,1.57662122,-0.708866171,17.29292232,0.239627448,-0.523958932,4.666952749,2.23739741,-0.365300848,89.25254902,0.263344105,-0.101745089,34.99794439,4.243238997,-0.065816728,703.1923077,0.627548067,0.540775576,156.1920831,0.483314794,0.557692308,0.0,0.483314794,0.557692308,0.0,0.483314794,0.557692308,0.0,0.584740621,0.480769231,0.212598425,0.584740621,0.480769231,0.212598425,0.584740621,0.480769231,0.212598425,9.215023965,0.636654363,0.442307692,0.288095238
342_Dataset_342,0.470588235,0.739383013,0.326923077,0.424479167,0.739383013,0.326923077,0.424479167,0.739383013,0.326923077,0.424479167,1.314320487,0.716059982,0.365384615,0.321428571,0.461538462,4.031728802,0.728250916,0.288461538,0.511278195,0.728250916,0.288461538,0.511278195,0.728250916,0.288461538,0.511278195,46.15384615,24.0,4.262093804,1.071877666,1735.980769,0.640867602,22.0,0.923062948,325.2718616,2.692037478,-0.217570331,303.240845,0.32599427,7.257928827,8.25,0.256052668,68.57623044,1.57662122,-0.825555611,4.7946,0.154752954,3.0,-0.792985355,2.061223553,7.692307692,4.0,0.775641026,0.307692308,0.436314363,0.0,3.0,24.0,52.0,9.0,39.0,20.0,4.0,0.0,17.30769231,3.125,83.33333333,16.66666667,1.57662122,-0.498817639,9.990384615,0.154752954,-0.112863979,4.86914099,2.23739741,-0.276748972,85.14293478,0.182362253,0.332322243,28.46287055,4.262093804,-0.077998927,467.1951923,0.640867602,0.5127005,105.2853051,0.682348901,0.423076923,0.214285714,0.682348901,0.423076923,0.214285714,0.682348901,0.423076923,0.214285714,0.616300366,0.423076923,0.255208333,0.616300366,0.423076923,0.255208333,0.616300366,0.423076923,0.255208333,9.215023965,0.657738095,0.384615385,0.322916667
343_Dataset_343,0.612903226,0.541217588,0.46031746,0.009756098,0.541217588,0.46031746,0.009756098,0.541217588,0.46031746,0.009756098,1.312838536,0.53401735,0.523809524,0.041493776,0.507936508,7.756241682,0.644185548,0.396825397,0.213679481,0.644185548,0.396825397,0.213679481,0.644185548,0.396825397,0.213679481,60.31746032,38.0,2.807354922,42.42339848,30.51746032,0.334518691,7.0,6.088530754,20.70601081,1.839015854,5.168147518,13.59196943,0.169262201,9.864893915,4.0,1.283048349,9.669233684,1.378783493,-1.040013223,0.426031746,0.078654699,3.0,-0.436077493,1.088534883,1.587301587,1.0,0.76807115,0.365079365,0.271493213,0.0,4.0,32.0,63.0,0.0,0.0,27.0,5.0,0.0,0.0,0.0,84.375,15.625,1.430328245,-0.324200314,5.653174603,0.080248673,0.346713982,5.377496067,1.584962501,0.957144907,13.79809524,0.131937706,0.679621244,9.403000807,2.501756817,4.783937088,19.67380952,0.295600223,2.103757645,13.4081567,0.563963874,0.444444444,-0.005128205,0.563963874,0.444444444,-0.005128205,0.563963874,0.444444444,-0.005128205,0.728415641,0.285714286,0.462049336,0.728415641,0.285714286,0.462049336,0.728415641,0.285714286,0.462049336,1.732050808,0.54587652,0.492063492,0.08180536
346_Dataset_346,0.979591837,0.4856,0.52,-0.04,0.4856,0.52,-0.04,0.4856,0.52,-0.04,1.0,0.5576,0.42,0.16,0.1,,0.3728,0.62,-0.24,0.3728,0.62,-0.24,0.3728,0.62,-0.24,50.0,25.0,2.321928095,7.814248603,4423370.62,0.0,5.0,2.696343291,6371785.346,2.321928095,4.579533318,2216203.82,0.0,,4.0,2.179999597,3194304.487,2.321928095,1.344818033,9037.02,0.0,2.0,1.663655902,16823.62682,50.0,25.0,0.5232,0.4,0.2,1.0,2.0,5.0,50.0,0.0,0.0,2.0,3.0,20.0,0.0,0.0,40.0,60.0,2.321928095,1.344818033,9037.02,0.0,1.663655902,16823.62682,2.321928095,4.579533318,2216203.82,0.0,2.179999597,3194304.487,2.321928095,7.814248603,4423370.62,0.0,2.696343291,6371785.346,0.368,0.6,-0.2,0.368,0.6,-0.2,0.368,0.6,-0.2,0.5136,0.48,0.04,0.5136,0.48,0.04,0.5136,0.48,0.04,1.732050808,0.34,0.66,-0.32
372_Dataset_372,0.119422183,0.851172492,0.571824298,0.262551455,0.851172492,0.571824298,0.262551455,0.851172492,0.571824298,0.262551455,4.176572306,0.688836922,0.584487535,0.21837266,0.007123071,28.67701117,0.779763686,0.540364068,0.361561503,0.779763686,0.540364068,0.361561503,0.779763686,0.540364068,0.361561503,28.47249703,2878.0,13.30320995,,,4.176572306,10108.0,,,1.159145458,,,0.145641827,6.958877472,148.5833333,,,0.044247818,,,0.003651082,2.0,,,0.059358924,6.0,0.860440304,0.548476454,0.364812365,49.0,46.0,72.0,10108.0,2699.0,2699.0,0.0,72.0,68.05555556,26.70162248,0.370855868,0.0,100.0,0.375973609,,,0.00718226,,,0.693009827,,,0.016140701,,,0.992261528,,,0.085993215,,,0.499498998,0.71527503,0.0,0.499498998,0.71527503,0.0,0.499498998,0.71527503,0.0,0.618150881,0.691828255,0.131461523,0.618150881,0.691828255,0.131461523,0.618150881,0.691828255,0.131461523,1190.467333,0.638989556,0.709240206,0.199775323
373_Dataset_373,0.999120783,,,,,,,,,,2.928453328,,,,0.00032967,,,,,,,,,,,26.64835165,2425.0,,0.928895945,885.1740659,,9.0,1.244491308,790.0545039,,0.928895945,885.1740659,,,9.0,1.244491308,790.0545039,,0.928895945,885.1740659,,9.0,1.244491308,790.0545039,5.318681319,484.0,,,,0.0,9.0,3.0,9100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,33.33333333,33.33333333,,0.928895945,885.1740659,,1.244491308,790.0545039,,0.928895945,885.1740659,,1.244491308,790.0545039,,0.928895945,885.1740659,,1.244491308,790.0545039,,,,,,,,,,,,,,,,,,,0.0,,,
374_Dataset_374,0.930769231,,,,,,,,,,0.95013073,,,,0.022900763,,,,,,,,,,,73.28244275,96.0,,,,,3.0,,,,,,,,3.0,,,,,,,3.0,,,2.290076336,3.0,,,,0.0,3.0,3.0,131.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
375_Dataset_375,0.998293173,0.931377255,0.149482984,0.830651404,0.931377255,0.149482984,0.830651404,0.931377255,0.149482984,0.830651404,3.132069248,0.699506035,0.739885554,0.141584801,0.001505873,,0.935565814,0.13542817,0.846626111,0.935565814,0.13542817,0.846626111,0.935565814,0.13542817,0.846626111,16.20319245,1614.0,,3.795248194,20.36432085,,9.0,1.696885642,15.87883616,,-0.037185758,2.053272292,,,9.0,0.1098367,1.705551744,,-0.86380081,-0.528715658,,9.0,-0.377845082,0.097998559,7.850617408,782.0,0.985117128,0.142555968,0.838430337,0.0,9.0,15.0,9961.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,93.33333333,6.666666667,,-0.482753543,-0.213971785,,-0.272646878,0.152110505,,-0.221060902,-0.035201366,,0.074698865,0.227156017,,-0.138441118,0.373432948,,0.241053254,0.412696429,0.953600559,0.16373858,0.814394103,0.953600559,0.16373858,0.814394103,0.953600559,0.16373858,0.814394103,0.908912767,0.161529967,0.816997169,0.908912767,0.161529967,0.816997169,0.908912767,0.161529967,0.816997169,0.0,0.989632408,0.018371649,0.979190517
